text,key,ta_a1,ta_a2,ta_a3,ta_a4,ta_a5,ta_a6
<handle replaced><handle replaced>டேய் இந்த நாடகத்தை தியேட்டர்ல போட்டது யாருடா,question_1,,0.0,,,,
<handle replaced><handle replaced>டேய் ஒக்காலஓழி PR   சாய்பாபா ரெட்டி கோட்டான் மூஞ்சி காரன் bharathiar grama bank  Sheetal சேட்டு பொட்டை பசங்க   இவனுங்க தான்டா ரிக்க்ஷாகார கும்பல வேணும்னே வைச்சுனு இருக்கானுங்க தேவடியா மவன்கள் இவன்களுக்கு நம்ம மேல போறாமடா PR  #Puducherry #Pondicherry  #புதுச்சேரி #பாண்டிச்சேரி,question_1,,,,0.0,,
<handle replaced><handle replaced>டேய் ஒம்மால போட்டு ஓக்க நான் தமிழன்டா தெவிடியாலுக்கு பொறந்தவனே 😁😁,question_1,,,,,1.0,
<handle replaced><handle replaced>டேய் கிறுக்கு கூதி எங்க போஸ்ட் ல நீயா வந்து ஊம்பிட்டு இருக்க போய் வேற வேலைய பார்ரா   இவனே வரான் இவனே பேசுறான் என்னமோ நான் இவன் நேரத்த வீனடிக்கிரனாமே போடா புண்ட,question_1,,1.0,,,,
"<handle replaced><handle replaced>டேய் கூதி அங்க நக்குறத இங்க வந்து, இங்க கிட்டத்தட்ட 20000 பேர் வடநாட்டான்ஸ்",question_1,,1.0,,,,
"<handle replaced><handle replaced>டேய் கூதி, வாயக்குடுத்து புண்ணாக்கிக்காதே. CISF இந்த கேச நோண்ட ஆரம்பிச்சுட்டாங்க. ங்கோத்தா, எல்லாம் ஃப்ராடுன்னு தெரியும் பாரு, அப்ப கதறுவடா!",question_1,1.0,,,,,
<handle replaced><handle replaced>டேய் கோல்டி கூதி,question_1,,0.0,,,,
<handle replaced><handle replaced>டேய் சங்கித் தாயோளி <handle replaced>இதுக்கு பதில் சொல்றா...,question_1,1.0,,,,,
<handle replaced><handle replaced>டேய் சுகர் டேப்ளட் போட்டு பொத்திட்டு வீட்ல ஒக்கார்ரா காட்டு கூதி அத விட்டுட்டு டைப் பன்ன தெரியாம ஏன்டா இப்படி சூத்தடி வாங்குற,question_1,,,,,1.0,
<handle replaced><handle replaced>டேய் சும்மா இருடா!!!நான் ஊருக்கு வரனும்டா😥,question_1,,,0.0,,,
<handle replaced><handle replaced>டேய் சூத்து சங்கர் ஒம்மாள.,question_1,,,,,1.0,
"<handle replaced><handle replaced>டேய் ஜெயசீலா தேவ்டியா மகனே..ங்கொம்மாள,ங்கொக்கா தங்கச்சிய,உம்பொண்டாட்டிய போட்டு ஓக்க..எல்லாரையும் வரிசையா கூட்டிட்டுவாடா ஓக்குறேன்..அப்புறம் உங்களுக்கு சுன்னிய தறேன் பல்லுபடாம ஊம்பிட்டு போடா திருட்டு புண்ட..பொட்டசொறியாநாய் தேவ்டியா பையளுக்கு பேச்சு என்னடா குச்சிகாரி மவனே..ஊம்புடா",question_1,,,1.0,,,
<handle replaced><handle replaced>டேய் தற்குறி!இதுக்குதான் படிக்க சொல்லுறது..பொம்பள காலுக்கு இடையில சாதிய தேடி திரிஞ்சா இப்பிடித்தான்...!அம்பேத்கர் இப்போ இருந்திருந்தால் ஒரு மயிரும் புடிங்கிருக்க முடியாது ஏன்னா 129 வயசு ஆகியிருக்கும்..😁!கலங்கார்த்தால சூத்து கழுவுன கையோட வீட்டுக்குள்ள போகாதே மூதி ! நோய் பரவுது 🤭,question_1,1.0,,,,,
<handle replaced><handle replaced>டேய் தாயோளி நீங்கல்லாம் என்ன தாண்டா நினைச்சுகிட்டு இருக்கீங்க,question_1,,,,0.0,,
<handle replaced><handle replaced>டேய் தெருவிலெ பொறந்த தெரு பொறுக்கி நாயே நீ என்ன ஊளையிட்டாலும் ஒரு மயிரும்புடுங்க முடியாதுடா தாயோளி,question_1,,,,,1.0,
<handle replaced><handle replaced>டேய் தேவடியாளுக்கு பிறந்தவனே நீ போய்ப் உதயநிதி பூல ஊம்பு...,question_1,,,1.0,,,
<handle replaced><handle replaced>டேய் தேவ்டியா பையா மாட்டு மூத்திரம் குடிக்குறது அரசியல்லாடா,question_1,,0.0,,,,
<handle replaced><handle replaced>டேய் பறத்தாயோலி உன் சாவு மிக விரைவில்.,question_1,1.0,,,,,
"<handle replaced><handle replaced>டேய் பைத்தியம் மொழி, இனம், தேசியம் மூன்றும் வெவ்வேறு என்பதை உணர்ந்துகொள்... உங்க அண்ணன் சாமான் மாதிரி குடிச்சிட்டு உலறாத",question_1,,,,,0.0,
<handle replaced><handle replaced>டேய் பொட்டை தாயோளி,question_1,,,,0.0,,
<handle replaced><handle replaced>டேய் மட புண்ட கிறுக்கு புண்ட சுன்னி செத்த புண்ட அறிவுகெட்ட புண்ட லூசு புண்ட மென்டல் புண்ட தற்குரி புண்ட கொரங்கு புண்ட நாய ஓத்த புண்ட விமல் புண்ட உன்ன தான் டா புண்ட கொஞ்சம் ஆச்சு அறிவு புண்டைய ஒன்னு வளத்துக்கோ டா சைகோ புண்ட,question_1,,,,0.0,,
<handle replaced><handle replaced>டேய் மாங்கா🍋 மடையா ஓரமா போடா.. குறுக்க மறுக்க ஓடுன குண்டி அடிச்சு விற்றுவோம் பாத்துக்க,question_1,,1.0,,,,
<handle replaced><handle replaced>டேய் லூசு கூதி அது மேக்கிங் வீடியோ டா... மேக்கிங் வீடியோ புரிதா,question_1,,,,,1.0,
"<handle replaced><handle replaced>டேய் லூசு கூதி அப்ப கூட்டணி இல்லடா, ஒன்றியத்தில் காங்கிரஸ், தமிழ் நாட்டில் திமுக ஆட்சி.   ஆனா இப்ப மோடி மாதிரி காங்கிரஸ் வற்புறுத்தி கச்சி தீவை பிரித்ததுடா ங்கொக்கா புண்ட",question_1,,,,0.0,,
<handle replaced><handle replaced>டேய் லூசு! எதை பத்தி பேசுராங்கன்னு புரியாம இருக்கிற உன்னைப்போல சல்லி கல்லுகள் தான் தமிழனின் கேடு!,question_1,0.0,0.0,,,0.0,0.0
<handle replaced><handle replaced>டேய் ஸ்டூல் கூதி ரிலீஸ் ஆன படத்துக்கே ஒன்னும் ஊம்பலை அங்குட்டு ஓடு 🤣  #MasterUAcertified #MasterPongal,question_1,,,,0.0,,
<handle replaced><handle replaced>டேய்.  போடாங் கோத்தா... போடாங் கொம்மா..,question_1,,,,0.0,,
<handle replaced><handle replaced>டேய். கமலாலயத்துல் வாட்ச்மேன் கிட்ட வாய்போட்ட வாயூம்பி நாயே. குனிஞ்சி உன்ன நீயே ஊம்பிக்கடா. அது கஷ்டம் ஏன்னா உன் சுன்னி எப்படியும் உங்க ஆயாவ ஓத்த கூர்க்கா வாய்ல  தான் இருக்கும்.  ஊர் கஞ்சிய வாங்கி குஷ்டு வந்துட்டான். தவுட்டுத் தாயோளி டைனோசர ஓத்த சில்லர கூதி.,question_1,,,1.0,,,
<handle replaced><handle replaced>தண்ணி குடிக்காம ஊம்பு  #Beast #Master,question_1,,1.0,,,,
"<handle replaced><handle replaced>தந்தையா அட தேவிடியா மவனே அவனுக்கு தான் நீ பொறந்தியா,என்ன புண்டை சாதி, நான் இந்து பள்ளன்டா, என்ன ஊம்பி தள்ளிருவியா போடா ஒம்மாள போட்டு எரும ஓக்க 💦💦💦",question_1,,,1.0,,,
<handle replaced><handle replaced>தப்பா சொல்லாத தேவ்டியா பையா... உங்கோத்தால ஓக்குறேன்....,question_1,,,,,1.0,
<handle replaced><handle replaced>தமிழகத்தின் ஆட்டக்காரி,question_1,,,,,1.0,
<handle replaced><handle replaced>தமிழ் தெரியாதாடா பொட்டை பாடா நீயும் உன் குள்ளனும் கூம்புனுது போதும் போபோபோ,question_1,,,,,1.0,
<handle replaced><handle replaced>தமிழ் தேசியம் வளர்ந்தால் திராவிடம் பேர சொல்லி பிழைக்க முடியாதுன்னு தானடா இந்த ஊம்பு ஊம்புற,question_1,,,,0.0,,
<handle replaced><handle replaced>தாயோளி என்னோட bed la தூங்குறான்,question_1,,,,0.0,,
<handle replaced><handle replaced>தாராளமா வாங்கு நெறைய சாமான் டுபாக்கூர் கதைல்லாம் இருக்கு.😂😂,question_1,,0.0,,,,
<handle replaced><handle replaced>தாழ்வு தக்காளி பயலுங்க கறியிலகூட இட ஒதுக்கீடு வேணும்ல ஆடு 800ரூ ங்கோத்தா மாட்டுகறி சீப்பாகிடைக்குது இல்ல இட ஒதுக்கீடு மாதிரி 😜😜😜,question_1,,0.0,,,,
<handle replaced><handle replaced>திராவிடியா வேச குட்டிகள் எல்லாம் எங்கேடா??? செத்து தொலஞ்சிட்டீங்களா??? 🤣🤣😄,question_1,,,,,1.0,
<handle replaced><handle replaced>திருட்டு தேவிடியா பையன் திருட்டு திராவிடம் பிரசன்னா பொட்டை,question_1,,,,0.0,,
<handle replaced><handle replaced>திருட்டு தேவ்டியா ஓடிரு.... நாயே😂,question_1,,,,0.0,,
<handle replaced><handle replaced>திருட்டு மாங்கா தித்திக்கும்,question_1,,,,0.0,,
"<handle replaced><handle replaced>தும்பிகள் ஒரே கல்லுல ரெண்டு மாங்கா அடிக்க முயற்சி  புலிகளின் அங்கீகாரம் பெற்ற பிரதிநிதிகள் போல் பேசி,  எழுதி  தி.மு.க.வினரை புலிகளுக்கு எதிராகவும்..  தமிழுணர்வு கொண்ட புதிய தலைமுறை (அரசியல் புரிதல் அற்ற) இளைஞர்களை தி.மு.க.விற்கு எதிராகவும்..  நிறுத்துவதே அது",question_1,,,,0.0,,
"<handle replaced><handle replaced>துரைமுருகன் மைண்ட் வாய்ஸ் : போனை சுவிட்ச் ஆப் பண்ணி எஸ்கேப் ஆயிடுறா துரை.. ங்கோத்தா ங்கொம்மானு காதை கிழிப்பான் அந்த கபோதி  பொதுஜனம் : தம்பி, மைண்ட் வாய்ஸ்னு நெனைச்சு சத்தமா பேசிட்டீங்க..",question_1,,,0.0,,,
"<handle replaced><handle replaced>தேச துரோகி தமிழ் இன துரோகி கன்னட வெறியன் திக பொட்டை சொரியான் தான் உனக்கு காமம் வந்து விட்டால் பக்கத்தில் பெண் என்று யார் இருந்தாலும் அம்மாவோ அக்காவோ தங்கச்சியோ உன் மகளோ அவர்களிடம் உன் காமத்தை தீர்த்து கொள் என்று சொன்னான், அவன் கொள்கையை பின்பற்றும் திக பொட்டைகளும் திருடர்கள்",question_1,1.0,,,,,
<handle replaced><handle replaced>தேவடியா பசங்களா உங்களுக்கு பிடின்கி திங்க முடியல.. சாவுங்கடா,question_1,,0.0,,,,
<handle replaced><handle replaced>தேவடியா பையா சூத்து கொடுத்த பொட்டை ஓத்தா  திருட்டு ஐடி புண்ட மவனே ஒங்கம்மா கூதியில என் பூழை வைக்க ஒக்காள ஓளி பாடு டாபரு,question_1,1.0,,,,,
<handle replaced><handle replaced>தேவிடியா புண்ட என்று கூப்பிட்டுருக்கனும்,question_1,,,,0.0,,
<handle replaced><handle replaced>தேவிடியா புண்ட 🤗,question_1,,,,,1.0,
"<handle replaced><handle replaced>தேவிடியா புண்ட.... நான் DMK காரன் இல்ல....உன்ன பேசுனா ஒன்னு துலுக்கனா இருக்கணும் இல்ல DMK, Cong. அ இருக்கணுமா???... கெழட்டு கூதி... நான் common man da!",question_1,,0.0,,,,
<handle replaced><handle replaced>தேவிடியா முண்டை க்கு பொறந்துட்டு நீயே வெக்கம் புண்டை இல்லாமல் வெளிய சுத்திட்டு இருக்க அந்த mundaya வர சொல்லு பூல ஊம்பி காசு வாங்கிட்டு போக சொல்லு 😂,question_1,1.0,,,,,
<handle replaced><handle replaced>தேவையா டா லூசு பயலே!..😂,question_1,,,1.0,,,
<handle replaced><handle replaced>தேவ்டியா பையா மோடி 7 வருடம் உங்கொம்மாவ ஓ..... இருந்தானா????,question_1,,,1.0,,,
<handle replaced><handle replaced>தேவ்டியா மவனே,question_1,,0.0,,,,
<handle replaced><handle replaced>தேவ்டியா மவனே... 150 கோடி சம்பளம்... 70 வயதில்.... உங்கப்பன் எவ்ளோடா  சம்பாதிக்கிறார்???? முதலில் அதை பார்!!! THERE'S ONLY ONE SUPERSTAR IN TAMILNADU.... THAT'S RAJINI..!!!,question_1,,1.0,,,,
<handle replaced><handle replaced>தேவ்டியாலுக்கு பிறந்தவன் தான் மற்ற பெணகளை வேசி என்பான் என் தாய் பத்தினிடா தேவ்டியா பையா,question_1,,,,0.0,,
<handle replaced><handle replaced>தொடர்ந்து ஊம்புடா தேவுடியா அரவாணி புரோக்கர் மாமா 😂,question_1,,,,,1.0,
<handle replaced><handle replaced>தோனி தெண்ட கூதி னு தெரிந்தும் அவனுக்கு சப்போர்ட் பன்ற அந்த மனசு தா சார் கடவுள் ❤..,question_1,,,1.0,,,
<handle replaced><handle replaced>தோழருக்கு செவ்வணக்கம்,question_1,,,,0.0,,
<handle replaced><handle replaced>நசுக்க நசுக்க தான் அக்கா குஞ்சு கூதி குழுங்க ஒக்கும் . . .👅💋💋👅💋👅👅,question_1,0.0,,,,,
<handle replaced><handle replaced>நன்றிகள் பல,question_1,0.0,,,,,
<handle replaced><handle replaced>நம்ம அலி குரூப்ல சேரந்துக்கிறயா மாம்ஸ்! எப்படி மீட் பண்ணலாம்!,question_1,,,0.0,,,
<handle replaced><handle replaced>நரி தின்ன கோழி கூவுமா?,question_1,,,,0.0,,
<handle replaced><handle replaced>நல்ல பெயர்,question_1,,,,0.0,,
<handle replaced><handle replaced>நல்ல முலை,question_1,0.0,,,,,
<handle replaced><handle replaced>நல்லா உப்பு போட்டு ஊம்பு டா,question_1,,1.0,,,,
<handle replaced><handle replaced>நல்லா ஊம்பு ரட தாயோலி கிஷோர் சாமி,question_1,,,1.0,,,
<handle replaced><handle replaced>நா இப்போ உங்க ல அசிங்கமா அதுன பேசுனா ப்ரோ என் அசிங்கமா பேசுறிங்க அட்ரஸ் குடுக்க வாக்கு புண்டை இல்ல ஓடுற அங்குட்டு காமெடி புண்டை,question_1,,,,,0.0,
<handle replaced><handle replaced>நான் அவ்ளோ வசிதியில்லை மச்சி,question_1,,0.0,,,,
<handle replaced><handle replaced>நான் முகத்தை மறைக்காமல் ஆண்மையுடன் பதிவிடுகிறேன்...நீ தான் போலி முகமூடியில் மறைந்து பொட்டை நாய் போல திரிகிறாய்...,question_1,,,,,1.0,
"<handle replaced><handle replaced>நான் லூசு இல்லை, நீ?",question_1,,,,0.0,,
<handle replaced><handle replaced>நாயகி 👌,question_1,,,,0.0,,
<handle replaced><handle replaced>நாலு ஆள் சேறுறதே பெருசா இருக்கு இதுல தோழி கோழி வேறயா,question_1,,0.0,,,,
"<handle replaced><handle replaced>நாளைக்கு சாககிடக்கிற தேவிடியாலுக்கு பொறந்தவனே யாரு டிவிட்ல வந்து யாரு கதறுறான்னு பார்த்துட்டு உன் புண்டைய விரிடி அரவாணி தேவிடியா 😂 , நான் ஓத்தது ராம் சினிமாஸ்ஸ நீ எதுக்கு உங்கொம்மா புண்டைய விரிச்சிகிட்டு வந்துட்ட மென்டல் கூதி போய் வேலை சுன்னியபாரு பேச பேச <handle replaced>இவன ஓப்பேன்",question_1,,,1.0,,,
<handle replaced><handle replaced>நிச்சயமாக மாம்ஸ் மொத கல்லு நம்ம கல்லாக இருக்கும்🔥🔥💪💪,question_1,,,,,0.0,
<handle replaced><handle replaced>நினைப்பு தான் பொழப்பை கெடுக்கும்...😂😂😂 லூசு தாயோலி,question_1,,,,0.0,,
<handle replaced><handle replaced>நீ அசித்த மாதிரி ஒரு தேவிடியாளுக்குப் பொறந்த அரவாணி தாயொலி இல்லன்னா வீடியோ விடு பாக்கலாம்,question_1,1.0,,,,,
<handle replaced><handle replaced>நீ இராமதாஸை தான் சூம்புவயா? சுருங்கிப்போச்சுடா மாங்கா.,question_1,,,1.0,,,
<handle replaced><handle replaced>நீ உங்கம்மாளோட சண்ட போடாம ஊம்பு டா தாயோளி!😂,question_1,1.0,,,,,
<handle replaced><handle replaced>நீ ஊம்பிட்டு போடா பொட்ட பாடு புண்டை,question_1,1.0,,,,,
<handle replaced><handle replaced>நீ என்னதான் கத்திப் பேசினாலும் தமிழ்நாட்டில மலையாளி சாமான் ஜெயிக்க முடியாது தும்பி ... நாய் டம்ளர்,question_1,,,,0.0,,
"<handle replaced><handle replaced>நீ ஒரு பொம்பள பொருக்கி, ரெண்டு பேர கற்பழிக்க முயற்சி செஞ்சு ஊர்மக்களிடம் செருப்படி வாங்கி இருக்க ... இத இல்லைனு நிரூபி பார்க்கலாம்...",question_1,0.0,,,,,
<handle replaced><handle replaced>நீ ஒரே நேரத்துல பிஜேபி /பாமகவை ஒரு சேர ஊம்புற மாதிரியா ங்கோத்தா ??,question_1,,,,,1.0,
<handle replaced><handle replaced>நீ தான இந்த போட்டோல இருக்கரது,question_1,,,,0.0,,
<handle replaced><handle replaced>நீ தேவிடியா புண்ட,question_1,,,,,1.0,
<handle replaced><handle replaced>நீ போயி உங்க அண்ணனை ஊ...புடா! பொட்டை பசங்களா... நாதாரிகட்சி நடத்திக்கிட்டு அதுக்கு பேரு நாம் தமிழராம்... உங்க நொண்ணன் மொதல்ல யாருடா??,question_1,,,1.0,,,
<handle replaced><handle replaced>நீ முட்டா புந்த மாதிரி பேசினா  நீ பண்ற எச்ச வேலைனாலே Sangakkara ah morph பன்றாங்கன்னு தான்டா புண்ட உன்கிட்டலாம் பேசிட்டு இருக்கேன்  அவர மாதிரி ஸ்ரீலங்கா ல ஒரு நல்ல மனுஷன பாக்கவே முடியாது அதுனாலே தான் இவ்வளவு நேரமா உன்கிட்டலாம் பேசிட்டு இருக்கேன் 🤦‍♂️🤦‍♂️,question_1,,,,,1.0,
<handle replaced><handle replaced>நீ யாரு நாக்கு போடுறவனா?  தேவ்டியா பையா சங்கி இல்ல உன்னை மாதிரி தேவ்டியா பையன்னு எப்படி பிரிச்சு பாப்பானுங்க..  பேரை வச்சிதானே,question_1,1.0,,,,,
<handle replaced><handle replaced>நீ வந்து ஊம்பு டா கிழட்டு பேண்டவ புண்ட 😂😂,question_1,,1.0,1.0,,1.0,1.0
<handle replaced><handle replaced>நீங்க அவர் படம் பண்ண காணாம போய்டுவீங்க பாத்து மேடம்,question_1,,,,1.0,,
<handle replaced><handle replaced>நீங்க எதுக்கு கேக்குறீங்க உங்க அம்மாவ கேக்க சொல்லுங்க,question_1,,,0.0,,,
<handle replaced><handle replaced>நீங்கள் எனக்கு பிடித்த இயக்குநர் என்ற உரிமையில்  கூறுகின்றேன். தமிழ் விடுதலை போராட்டத்துக்கு துரோகம் செய்தது முரளி  அல்ல தமிழக இந்தியஅரசியல் தலைமைகள்..முரளி கருத்தைதான் கூறிர்.ஆனால்  உண்ணாவிரதம் நாடகம் ஆடவில்லை. விஜய் சேதுபதி நடிப்பதில் தவறென்ன  ஏன் கலை மீது அரசியல் சாயம் பூசனும்,question_1,,,,0.0,,
<handle replaced><handle replaced>நீதான்டா டீம்கா சப்பீ புண்டை ங்கோத்தா புத்தி அப்படியே தேவடியா மாதிரியே பேசாத சூத்து கிழிச்சிடும்,question_1,1.0,,,,,
<handle replaced><handle replaced>நெஞ்சோடு இருக்கு சிரிக்காத நாளில்லையே..  போய் தூங்கு காலையில் சரி ஆகிடும்,question_1,,,,0.0,,
<handle replaced><handle replaced>நேத்து வரைக்கும் ஆ ராசாக்கு ஊம்பிட்டு இருந்த புண்டை தானே நீ,question_1,1.0,,,,,
<handle replaced><handle replaced>நைஷ்,question_1,,0.0,,0.0,0.0,0.0
<handle replaced><handle replaced>நொண்டி முடவன் ஊனமுற்றோர் னு கூப்பிட்டவர்களை மாற்றுத்திறனாளிகள் என்று அழைக்க வைத்தார் அலி 9 என்று எள்ளி ஏளனம் செய்து கொண்டிருக்கையில் திருநங்கைகள் என அழைக்க வைத்தார் திருநங்கைகள் நல வாரியம் இட ஒதுக்கீடு விதவை நல வாரியம் மாற்றுத்திறனாளிகளுக்கு இட ஒதுக்கீடு  நலவாரியம்  கலைஞர் தந்தது,question_1,,0.0,,,,
<handle replaced><handle replaced>நோய் எதிர்ப்பிற்கு மக்களுக்கு தேவை அமினோ அமிலங்கள் அடங்கிய புரத உணவு . அசைவத்தில் ஏழைகளும் வாங்கும் உயர் புரதம் கோழி இறைச்சி. இது தடையின்றி சமூக இடைவெளி கட்டுப்பாடுகளோடு கிடைத்திட வழி செய்ய வேண்டுகிறோம் . 1/1,question_1,,,0.0,,,
<handle replaced><handle replaced>படத்தற்கும் நீ வாங்கிய விருதுக்கும் உடைக்கும் முக அழகு பொருட்களுக்கும் உன் இயக்குனர் கண்டிப்பாக வருத்த படுவான் <handle replaced><handle replaced>#Vijayawards2018,question_1,,0.0,,,,
<handle replaced><handle replaced>பதவிக்காக கொஞ்சம் கூட வெட்கம் இல்லாமல்  பொம்பள காலில் விழும் பொட்டை பயலுக கூடாரமே அதிமுக! முதலில் ஜெயலலிதா பிறகு‌ வேலைக்காரி சசிகலா! த்தூ யாருடா கொத்தடிமை? பாஜக காலை நக்கி பிழைப்பு நடத்தும் பொட்டை அதிமுக,question_1,,,1.0,,,
<handle replaced><handle replaced>பயங்கரத் தேவடியா மவன் பதிவு பன்னதா இருக்குடா இது !,question_1,,,,0.0,,
"<handle replaced><handle replaced>பயர் ஆ யார்ரா தத்தி புண்ட மவனா அடேய் சுப்புராசு அவன் சுன்னிய சூப்பு,டக டக டக,ஆக பூனை பூல் மேல் மதில்,யானை பூலில் மணி இதெல்லாம் தத்தி பழமொழி இத வச்சிட்டு என் சுன்னிய சூப்ப வன்டியா டா அவுசாரி மவனே,இனிமேல் வாடா இங்க சுன்னியான்டி ஓத்து உடுறன் வாயிலயே <handle replaced>",question_1,0.0,,,,,
"<handle replaced><handle replaced>பயிற்சி முடிந்தவுடன் புரூஸ்லீ கொடுத்த பாம்பு சூப்,பல்லி வறுவல் அடடா இப்ப நெனச்சாலும்.. 😁😁😁😁😁😁சாமான்",question_1,0.0,,,,,
<handle replaced><handle replaced>பர தேவுடியா மகனே  கோயில் கருவரைக்கு போக முடியாது உன்னாலே குனிய வச்சு சூத்து அடிப்பான் பாப்பான் உன்னை இதுலே சப்போர்ட் புண்டை யா பொறம் போக்கு நாயே,question_1,1.0,,,,,
"<handle replaced><handle replaced>பறத்தாயோலி...உன்னத்தாண்டா சொன்னேன்...ஊர்ஊரா பறையடிச்சு உங்கோத்தா ஊர் மேய்ஞ்சதுல பொறந்த நாயிதானே நீ? ..நீ பொறக்கறப்பவே உங்கொம்மா புண்டைய நக்கிட்டு, பருப்பக் கடிச்சிட்டு பொறந்த திருட்டுத் தாயோலி தானே நீ...ஒங்கோமால ஓடிப்போயிரு..சேசப்பனத் துரத்துனமாதிரி உன்னயும் செருப்புல அடிச்சிருவ",question_1,,,,,1.0,
<handle replaced><handle replaced>பல்லுபடாம ஊம்பு,question_1,1.0,,,,,
<handle replaced><handle replaced>பள்ளி கூதி தாயொலி முறை.படி கணக்கெடுப்பு எடுத்து கொடுத்த வாங்கிகொங்க தான்டா சொல்றோம்  எடப்பாடி காலை நக்கி வாங்காதீங்க  தான் சொல்றோம்,question_1,,,,0.0,,
<handle replaced><handle replaced>பாச கண்றாவி டா பட் கோழி ருசிக்கும் டா,question_1,0.0,,,,,
"<handle replaced><handle replaced>பார்ப்பனர்கள் பற்றியது மட்டும் இங்கே விவாதமில்லையே , அணைத்து சாதியினரும் மீனவராக முடியுமா என்பதற்கு நேரடி பதிலையே காணோமே அறிவார்ந்த தமிழ்ப்பிள்ளைகள் இந்த அளவிற்கு சமாளிக்கவும் சப்பை கட்டவும்  அவசியமில்லையே , ஆம் இல்லை என்று சொன்னால் போதுமே",question_1,0.0,,,,,
<handle replaced><handle replaced>பிச்சை எடுப்பது  இஸ்லாமி நாடுகளிலும்  கிருஸ்தவ நாடுகளிலும் ...  ஆனால் பேசுவதோ ... வேச பக்தி தனம் ...  கொஞ்சம் சிந்தித்து பாருங்கடா ...  பொழைப்பது எங்கே என்று ... முட்டாள்களே,question_1,,,0.0,,,
<handle replaced><handle replaced>பிட்டு ஐடிக்கு எந்த புண்ட Admin-அ இருந்தா என்னடா ? ..  சூத்த முடிட்டு Bussy Annand சொல்லுறதை கேளுங்கடா.,question_1,,,,0.0,,
<handle replaced><handle replaced>பின்னால் 2021 ல் பாருங்கள் உங்கள் சூத்து புண்ணாக போகிறது,question_1,,,,0.0,,
<handle replaced><handle replaced>பிரச்சனை கிட்டயே பிரச்சனைய  சொல்றிங்க,question_1,,,,0.0,,
<handle replaced><handle replaced>பிறகு உனக்கு  சோறு திங்கறதுக்கும் சூத்து கழுவறதுக்கும் கை இருக்குமாடா கொத்தடிமை..?,question_1,,,,,0.0,
<handle replaced><handle replaced>பீப்புண்ட 9 தேவ்டியா பயலே கீழ ஊம்பி விட்டு இருக்கான் அணில்🤣,question_1,,,1.0,,,
<handle replaced><handle replaced>புண்ட காமெடி இதுக்கு 4 சிரிப்பு ஸ்மைலி வேற ச்சை,question_1,,,,,1.0,
<handle replaced><handle replaced>புண்டா மவனே.. அவனுகளுக்கு நீ சூத்து கழுவி விட்டது போதும்.. நான் சொன்ன மாறி உங்க ஆயா புண்டைய சேவ் பண்ணி வை.. நைட் வந்து ஒக்கறன் 😂🤘🏻,question_1,,,,1.0,,
<handle replaced><handle replaced>புத்தரை பார்ப்பனர்கள் இந்துவாக ஏற்றுக் கொள்கின்றனரா என்று சங்கரப்பாவிடம் கேட்கவும்.  நேத்து கூட இங்கு ஒரு பார்ப்பான் சனாதன வைதீகத்தை அழிக்க வந்த சனியன் புத்தன் என கோத்தா கொம்மான்னு திட்டிட்டு இருந்தான்.,question_1,,,,,1.0,
<handle replaced><handle replaced>புரியல ஊம்பு,question_1,,,,0.0,,
<handle replaced><handle replaced>புரோக்கர் மாமா புண்டையான உன் சம்பாத்தியம் எனக்கெப்படிடா தெரியும்... திராவிடியா சொங்கி புண்ட,question_1,,0.0,,,,
<handle replaced><handle replaced>பூனைக்குட்டி வெளியே ஒரு வழியாக வந்தது,question_1,,,,0.0,,
<handle replaced><handle replaced>பூரா பிஜேபி நாய்களும் பொம்பள பொருக்கி நாய்க..நீயே எண்ணி ரெண்டு வருஷத்துல உன்ன வட இந்தியா பக்கம் தொரத்தி அடிக்க போறோம் பாரு நாயே.. சோத்துக்காக தான இப்படி பிஜேபி காரன் பீய திங்குற.. உன்ன மொத்தமா காலி பண்றோம் அடுத்த ஆட்சில..போடுற ட்வீட் மட்டும் delete பண்ணாம அப்டியே வச்சிக்கோ,question_1,,0.0,,,,
<handle replaced><handle replaced>பெரியாருக்கு புகழ் வணங்கங்கள்,question_1,,,,,0.0,
<handle replaced><handle replaced>பெரும்பாணாற்றுப்படை சங்க படைப்பு . திருவாலங்காடு செப்பேடுகள் என்பது epigraphia indica  குறிப்புகள். எல்லாமே ASI  அறிக்கைகள் . நான் எதோ வாய்க்கு வந்ததை சொல்லல,question_1,,0.0,0.0,,0.0,0.0
<handle replaced><handle replaced>பேசு மாம்ஸ் பேசு.கோழி மிதிச்சு குஞ்சு சாகாது,question_1,,0.0,,,,
<handle replaced><handle replaced>பேசுறதே ஒரு வருஷத்துக்கு ஒருக்கா தானே... படம் ரிலீஸ் டைம் ல தான் அரசியல் பேசி free publicity pannikaradhu....,question_1,,0.0,,,,
<handle replaced><handle replaced>பைத்தியக்கார தாயோளி நல்லா இருந்த நாட்டை நாசமாக்கிய கிழட்டு தாயோளி அன்னா ஹசாரே,question_1,1.0,0.0,1.0,0.0,,
<handle replaced><handle replaced>பொடா பொட்டை,question_1,,1.0,,,,
<handle replaced><handle replaced>பொட்ட புண் ட இங்க reply பண்ணாம அங்க போய் தெரியாத மாதிரி rt பண்ற பாரு தேவுடியா அரவாணி புரோக்கர் மாமா 😂,question_1,,,,0.0,,
<handle replaced><handle replaced>பொட்டை என சொல்லியதால் <handle replaced>யோசிக்கிறார்..செம்ம காண்டில் உள்ளார்,question_1,,,,0.0,,
