text,key,hi_a1,hi_a2,hi_a3,hi_a4,hi_a5
<handle replaced><handle replaced>अबे ओ नीच संघी गन्दी नाली के कीड़े मादरचोद बहन के लौड़े,question_1,,1.0,,,
"<handle replaced><handle replaced>अबे ओ, पिलपिली टट्टी, अगर इतना ही गर्व है तो सामने आकर लड़,चुप कर क्यों वार करता है?? अच्छा....ट्विटर के शेर हो तुम,सामने आने पर फट कर चौराहा हो जाती है ना🤣 चिंता ना करो,तुम लोगो को बिना देश से बाहर करवाये छोड़ेंगे नही हम बस ऐसे ही करते रहो तुम लोग,अभी सिर्फ 5% लोग जगे है",question_1,,,,,1.0
<handle replaced><handle replaced>अबे कट्टी लुल्ली वाले बोल मत लुल्ली के प्लास्टर करवा और उसको वापस पूरी करवा ले यार..... 🤪😝🤣इंसानियत होती तेरे मे तो ऐसी बात कभी ना करता तू,question_1,1.0,,,,
"<handle replaced><handle replaced>अबे चिड़ी के गुलाम तू भी लिब्राण्ड ही लग रहा इसीलिए बुकशेल्फ के आगे खड़े होकर फ़ोटो डाली है🤣😂,ये लिब्राण्डों का खास शगल है। सुअरा से लोग डर गए ये भली कही बे तूने। 🤣😂😂🤣 इसको देसी में  पिछवाड़ा सूंघना बोलते हैं  ।",question_1,0.0,,,,
"<handle replaced><handle replaced>अबे चूतिये चाइना से अपने देश के बच्चों को तो वापस ला नही पा रहे हो यहाँ commitment , Peace और Prosperity का ज्ञान पेल रहे। खुद की औकात नही है तो हमारे सामने हाथ फैला ले बहुत बड़ा दिल है हम लोगो का। तेरे बच्चो को चाइना से ले भी आएंगे और इलाज करवा के वापस भी भेज देंगे।",question_1,0.0,,,,
<handle replaced><handle replaced>अबे जाहिल अभी की सरकार अलोकतांत्रिक है तो जाकर केस कर अदालत में जाकर ! ऐसे ट्विटर पर भौंकना बन्द कर ।,question_1,,0.0,,,
<handle replaced><handle replaced>अबे तेरे जैसे सुवर की टट्टी नही खाते,question_1,,,,0.0,
<handle replaced><handle replaced>अबे पंचर छाप चंगू !! तुझे मना किया था कि हर किसी के पोस्ट में घुस कर भौंकना नहीं ?? पिछवाड़े में लतियाऊ क्या ?  वैसे तू सही सोचा की पंचर छाप डॉक्टर नहीं हो सकता 🤔🙄😆,question_1,,1.0,,,
<handle replaced><handle replaced>अबे लोडू यह तुम्हारे कांग्रेस शासित राज्य की हकीकत है तुम्हारी सरकार क्या झक मरा रही थी क्या तुम खुद rss के दलालो से क्या उम्मीद,question_1,,1.0,,,
<handle replaced><handle replaced>अबे साले तू ही देश का है भी या नहीं भोसड़ी के तेरे मुंह से भोसड़ी के पाकिस्तान समर्थन के नारे नजर आ रहे हैं दिमाग है भी या नहीं ढक्कन जैसा मुंह तेरा बहन चोद,question_1,,,,1.0,
<handle replaced><handle replaced>अबे साले सोनिया रण्डी के नाजायज औलाद तुम जैसे मुफ्तखोर की वजह से देश अभी तक इतना पीछे है,question_1,,,,1.0,
"<handle replaced><handle replaced>अबे सिर्फ पाशा ही क्यों, हम तो पाशा, नवीन, शिवा, केसावुलू, चारों को शरिया कानून के हिसाब से सजा कि मांग करते हैं।",question_1,0.0,,,,
<handle replaced><handle replaced>अबे सुअर वो दल्ला है   तेरी क्यों जली रे कुत्ते...तेरे से कौन बोला था क्यों बीच में आया बात करने की तमीज़ नही है,question_1,,,0.0,,
<handle replaced><handle replaced>अभी तक तू जिंदा है,question_1,,0.0,,,
<handle replaced><handle replaced>अभी भी जय भीम और जय मीम में लगे रहो#मुस्लिम लीडर कह रहे है की जिस दिन सत्ता मिलेगी बाबासाहेब भिमराव आंबेडकर द्वारा लिखा संविधान भी पलट देंगे यानी शरिया कानून लाएंगे 👇  क्या अब भी बाबासाहेब को मानने वाले का और #NRC के विरोध में इनका साथ देंगे ???,question_1,,,,0.0,
<handle replaced><handle replaced>अमिताभ बच्चन के नाम में इस औरत ने टट्टी लगा दिया है,question_1,,,1.0,,
<handle replaced><handle replaced>अरि के अत्याचारों की तुम सँभल सँभलकर कथा कहो। कैसे जली किले पर होली? वीर सती की व्यथा कहो॥,question_1,,,0.0,,
"<handle replaced><handle replaced>अरी ओ बदसूरत, पहले आतंकवादी लिखना तो सीख ले।",question_1,,,1.0,,
"<handle replaced><handle replaced>अरुण जेटली जी के GST खा गई, आपके आत्मसम्मान को BJP खा गई। वैसे हम सब ये कोशिश कर रहें हैं कि अगली मोदी जी की रैली में आपको स्टेज पर बैठने की जगह मिल जाये।",question_1,,,0.0,,
<handle replaced><handle replaced>अरे जब हर एक के सामने कपड़ें ही उतरवाना उद्देश्य है तो काला टेंट क्यों पहनाते हो ? बुर्के में अपराध...,question_1,0.0,,,,
<handle replaced><handle replaced>अरे जाहिल औरत जहां तू गई है उसे मस्जिद नहीं मजार कहते हैं कब्रगाह,question_1,,1.0,,,
<handle replaced><handle replaced>अरे जाहिल तेरी क्या ओकात है तू झोला छाप तू <handle replaced>पैर की जूती की धूल भी नहीं इन्होंने जो कर दिया है उस कारन आमिर खान जी इनके ऊपर फिल्म बनाए। तूने इस देश के लिए क्या किया है आज के टाइम में भी जब देश को डॉ की जरुरत है तो भी तू दिनरात ट्वीट में व्यस्त रहती हैं,question_1,1.0,,,,
<handle replaced><handle replaced>अरे नही बस ऐसे ही कैजुअल बकचोदी पेल रहे हैं..,question_1,,,,0.0,
"<handle replaced><handle replaced>अरे पागल औरत, बेचने वाला मुसलमान हैं, लेकीन बनाने वाला ठाकूर हैं.",question_1,,,,1.0,
<handle replaced><handle replaced>अरे बन मानुष की औलाद मोदी सरकार हर घर में शौचालय बनाने के लिए लोन देती है... यूँ ट्विटर पर हगना अच्छी बात नहीं अपने घर में ही हग_मूत लिया कर,question_1,,,,0.0,
<handle replaced><handle replaced>अरे भाई पहले वह इंटरव्यू तो देख ले फिर कमेंट कर... दलाल मीडिया की वजह से हम चाइना से पीछे रह गए क्योंकि दरबारी पत्रकारिता की आज भी वही कर रहे हैं  उन्होंने क्या बोला और इस बिकाऊ दलाल दरबारी मीडिया ने क्या रंग दे कर पेश किया  दलाली खाकर न्यूज़ बनाई   क्योंकि मोदी जी खाने नहीं देते,question_1,0.0,,,,
<handle replaced><handle replaced>अरे मदरजात फ़र्ज़ी ड्रग केस और मर्डर एक हाई है। भोसडिके,question_1,,1.0,,,
<handle replaced><handle replaced>अरे यार ये गुड न्यूज जब से मिली है बहुत ख़ुशी महसूस हो रही है😍 लव रहेगा दोनों पर,question_1,,,,,0.0
"<handle replaced><handle replaced>अलका आंटी जी अापने पहलवान जी को अपनी भाषा से मंत्रमुग्ध कर दिया,था 😂😂",question_1,,,,,0.0
<handle replaced><handle replaced>अल्लाह की हिंदी भी बता दो,question_1,,,,0.0,
<handle replaced><handle replaced>असली नमक हराम सूअर की औलाद,question_1,,,,0.0,
<handle replaced><handle replaced>आ जाओ अब।,question_1,,,,0.0,
"<handle replaced><handle replaced>आँटी आप को पता हो तो बताओ फिर , गोबर भक्ती ना करो",question_1,1.0,,,,
<handle replaced><handle replaced>आंख खोल कर देख।,question_1,,,1.0,,
<handle replaced><handle replaced>आंख मुंदकर? देश की जनता को क्या पागल समझा है जो किसिको भी भारी बहुमत से चुन के दे?,question_1,,,,,0.0
<handle replaced><handle replaced>आंटी जी आप का आना बहुत जरूरी था। बस अब मुंह खोलने से पहले यह जान लेती कि आपका झूठ अब सर्व विदित हो गया है आपकी मालकिन ने जो स्टंट मारा इसके लिए बहुत किरकिरी हो चुकी है जब 85% केंद्र सरकार और 15% राज्य सरकार दे रही है तो बाकी का कितना किराया आपकी मालकिन को देना होगा..…?,question_1,1.0,,,,
"<handle replaced><handle replaced>आंटी, इतना ही पापुलर हो, तो पहले एक पंचायत चुनाव लड़कर देख ले, ताकि ग़लतफ़हमी न रहे  वैसे 3rd class फ़िल्मी लोग ही झोंक रहे है",question_1,,,,,1.0
<handle replaced><handle replaced>आकर हग दिया। मोदी जी से बोल कर अपने घर में शौचालय बनवाओ।  अब रिप्लाई किए तो मतलब तुम भड़वे की औलाद होगे   तुम्हारा पिछवाड़ा सिलाई कर दूंगा फिर चिल्लाना मत।,question_1,,,,0.0,
"<handle replaced><handle replaced>आज अरविंद सुब्रमण्यम ने भी कह दिया के नोटबंदी से ग्रोथ धीमी हुई और नौकरियों में कमी आयी, मगर भक्त अब भी पिछवाड़ा चाटते रहेंगे☺️",question_1,,,,,0.0
"<handle replaced><handle replaced>आज परिवार के साथ आप दोनों की कहानी पे बनी ""सांड की आंख"" देखी। आप दोनों की हिम्मत और जज्बे को शत शत प्रणाम। 🙏🙏",question_1,,,,,0.0
"<handle replaced><handle replaced>आज साबित हो गया पढ़े लिखे होने से कुछ नही होता ,मूर्ख डिग्री लेकर भी जाहिलो वाली बाते करते है ,किसका बाप नपुंसक है या किसकी मां छीनाल वो तो उसकी बातो से ही मालूम पड़ता है",question_1,,,1.0,,
<handle replaced><handle replaced>आजकल कामरा ने हगना बंद कर दिया हैं क्या ? जो इस वामपंथी के हगते ही चाटने आ गया तू,question_1,,,1.0,,
<handle replaced><handle replaced>आजादी की शुभकामनाएं,question_1,,,,,0.0
<handle replaced><handle replaced>आने वाले समय में शादी में भी आरक्षण लगेगा बच्चा पैदा करने में भी आरक्षण लगेगा खाने में आरक्षण लगेगा और टट्टी जाने में भी आरक्षण लगेगा,question_1,,,,,1.0
<handle replaced><handle replaced>आप एक अच्छे एथलीट हो।   लेकिन आप एक अच्छी नेता तो बिल्कुल नहीं हो।,question_1,,,,0.0,
<handle replaced><handle replaced>आप क्या पिछवाड़ा घोती नहीं ...?? शरदीयों में ...!!,question_1,1.0,,,,
"<handle replaced><handle replaced>आप तो 2 ₹ प्रति ट्वीट वालो से ले रही है मेडम ,थोड़ा रेट बढ़वा दीजिए बेचारों का ,कश्मीर में प्लाट लेने का सपना अभी अधूरा है इनका 😅",question_1,1.0,,,,
<handle replaced><handle replaced>आप दोनों भाई बहन को झूठ बोलने में महारत हासिल किया है।  राजस्थान में कांग्रेस की सरकार है वहाँ तो महिलाएं सुरक्षित नहीं हैं तो यूपी क्या खाख महिलाओं की सुरक्षा की बात करती हो।  पहले कांग्रेस शासित प्रदेशों में महिला सुरक्षा सुनिश्चित करें।,question_1,,0.0,,,
<handle replaced><handle replaced>आप सभी को श्रावण शिवरात्रि की हार्दिक शुभकामनाएँ  हर हर महादेव 🔱🔱🔱🚩🚩🚩🙏🏻🙏🏻🙏🏻जय शिव शम्भु🔱🔱🔱,question_1,,,,0.0,
"<handle replaced><handle replaced>आपकी कन्फ़र्म बुकिंग है ""hell में"" जल्दी जाईये कई कसाई भाई बड़ी बेसब्री से इंतजार कर रहे हैं आपका। <handle replaced>",question_1,,,,,1.0
<handle replaced><handle replaced>आपकी बड़ी दीदी 🙈 सेम टू सेम,question_1,0.0,,,,
"<handle replaced><handle replaced>आपके मित्र नक्सल वादी क्या कर रहे ह ,गोडसे में एक विचार था ,वो गलत था तभी उसे फांसी हुई ,और उसने अपने किसी निजी स्वार्थ से हत्या नहीं की और समझ के आत्मसमर्पण किया ,मालूम होते की उसे फांसी होगी ,गलत विचार थे तो ही उसने भुगता और उसे मालूम था की जन्नत में ७२ हूरे भी नहीं मिलेगी",question_1,0.0,,,,
"<handle replaced><handle replaced>आपको और आपके पूरे परिवार को मेरी तरफ से 'गोवर्धन पूजा' की हार्दिक शुभकामनाएं।।  यह पावन पर्व सभी के जीवन में सुख, समृद्धि एवं आरोग्य लाए।। मैं भगवान से दुआ करता हूं कि आपका परिवार और आप सदा सुखी रहे ऐसे ही तरक्की करते हैं",question_1,,,,0.0,
<handle replaced><handle replaced>आपको भी दशहरा की शुभकामनाएं,question_1,,,,,0.0
<handle replaced><handle replaced>आपको लोग जाहिल अनपढ़ गँवार की संज्ञा दे सकते हैं जनाब । ये तो 35 वर्ष पहले का न्यौता मिला होगा आपको । और अभी तक ठीक है कि आना जाना पड़ता है सहाब  आगे तो मम्मी पापा को भी मालूम नहीं होगा कि मेरे बेटे बेटी की शादी करना है क्योंकि  रजिस्टर में हस्ताक्षर करो बीबी ले आओ ** राधे राधे,question_1,,,,,0.0
<handle replaced><handle replaced>आपको स्वस्थ रखें और खुश रखे 🙏,question_1,,0.0,,,
<handle replaced><handle replaced>आफ़रीन आफ़रीन आफ़रीन आफ़रीन हुस्न ऐ जाना की तारीफ मुमकिन नहीं ❤❤,question_1,1.0,,,,
"<handle replaced><handle replaced>आर्थिक बहिष्कार सबसे श्रेष्ठ होगा,कमर तोड़ दो खुद ही अफाहिज हो जाएगा",question_1,0.0,,,,
"<handle replaced><handle replaced>इंसान की पहचान उसकी नियत से होती हैं, दूसरों की सोच से नहीं... अपनी नियत साफ रखों और दूसरों की सोच की परवाह नहीं... Good Morning 🙏🏻",question_1,,,0.0,,
<handle replaced><handle replaced>इन गद्दारों को पढ़ने के लिए भीख दिया जाता है। बहुत पहले ऐसा ही चीन के एक विश्वविद्यालय में छात्र राजनति करने लगे । चीन ने उस विश्वविद्यालय सहित सभी गद्दारों को तोप से उड़ा दिया सब ख़तम। लेकिन यहां ऐसा करने से कुछ राजनीतिक पार्टियां रण्डी रोना शुरू कर देंगी। <handle replaced>,question_1,,0.0,,,
<handle replaced><handle replaced>इन चारों के नाम देखो पहले साली दोगली कॉम है ये । ये लोग देश को तोड़ने के लिए कोई भी हद पार कर सकते है।,question_1,,,,,1.0
"<handle replaced><handle replaced>इन मुल्लों को मालूम है इनकी हार होनी है, इसीलिए मुलिया (सठिया) गए हैं।  कहते हैं यहां मस्जिद थी?  अरे मुल्लों ये तो बताओ बाबर अपने साथ जमीन भी लाया था,",question_1,,,,0.0,
<handle replaced><handle replaced>इन मूर्खों को कोई कन्टेंट नहीं मिलता तो कुछ भी बोलकर अपना पेट भरने की जुगाड़ लगाता रहता है! लेकिन इन मूर्खों को मालूम होना चाहिए कि आज तक के इतिहास में वर्षों तक सबसे ज़्यादा 100% कोटा इनके पूर्वजों ने ही लिया था! ये मूर्ख या तो अनपढ़ है या फ़िर पेशा ही ऐसा है इसका! ख़ैर!,question_1,,,,0.0,
"<handle replaced><handle replaced>इन लोगों को मोदी से नफरत है, इनको देश मे दंगे कराने वाले ट्यूबलाइट, कंजर, मवेशी से प्यार है.",question_1,,0.0,,,
"<handle replaced><handle replaced>इनकी तैयारी है महात्मा गांधी के अस्तित्व को खत्म करना, ये भी पाकिस्तानियों की तरह। धर्म के नाम पे पवित्र हिंदुओ को आतंकवादी बनाने की तैयारी कर रहे है वो भी केवल वोट के लिए ये धर्म सम्मेलन के नाम महान भारत को अनपढ़ फटीचर पाकिस्तान की तरह बनाने वाले है गोदी मीडिया सहयोगी बन रहा है",question_1,,,,0.0,
<handle replaced><handle replaced>इनके लिये सिर्फ इनका धर्म बडा हे देश नही।,question_1,,,,0.0,
<handle replaced><handle replaced>इनको counseling की सख्त जरूरत है!,question_1,0.0,,,,
<handle replaced><handle replaced>इनको इसी भाषा में जवाब दीजिए वरना यह आप को कमजोर समझने लगेंगे मादरजात हम आपके साथ हैं जय हिंद जय भारत,question_1,,,0.0,,
"<handle replaced><handle replaced>इनको कोई माई का लाल नहीं सुधार सकता है! निकल गया ना अमेरिका अफगानिस्तान से! वो अफगानिस्तान को विकास के रास्ते ले जाना चाहता था! पर ये लोग मार काट,, हलाला, शादी ही शादी, बच्चे ही बच्चे, यही सब में विश्वास करते है! गिनती के लोगो को छोड दें तो देश के विकास में इनका योगदान क्या है",question_1,,,1.0,,
<handle replaced><handle replaced>इनको1भैया नही बोला जाता है इनको भड़वा बोलते है,question_1,,,,,1.0
"<handle replaced><handle replaced>इश्क तो एक दिन के लिए था मोहतरमा,  हमेशा के लिए जहर ही रखा है।",question_1,1.0,,,,
<handle replaced><handle replaced>इस कंजर को फॉलो करवाएगी मुझसे🙄😕😕 नहीं करूंगा😏😏,question_1,,,,0.0,
<handle replaced><handle replaced>इस कट्टू की बची हुई #लुल्ली भी नहीं बचेगी अगर अमित शाह से उलझा तो,question_1,,,,1.0,
<handle replaced><handle replaced>इस जिहादी को बुलाया क्यों गया था,question_1,,,1.0,,
<handle replaced><handle replaced>इस नाल को फिर डुब जाने दो😜😂😆😆,question_1,,,0.0,,
<handle replaced><handle replaced>इस वीडियो को देखकर आप  समझ सकते हैं कि Bigg Boss सलमान खान का रियलिटी टीवी शो क्यों नहीं बंद करवा पाए हिंदू संगठन के लोग इस वीडियो को देखने के बाद अधिक से अधिक लोगों तक पहुंचाएं    ,question_1,,,,0.0,
<handle replaced><handle replaced>इसका मतलब आपको पक्का पगार मिल रही है ।,question_1,,,,0.0,
<handle replaced><handle replaced>इसका मतलब ये है कि कलुआ इतना बदसूरत है कि जानवर(beast) की तुलना में ही कुछ जंच सकता है 🤭🤪,question_1,,,1.0,,
"<handle replaced><handle replaced>इसकी चमड़ी उधेड़ कर मैं चप्पल भी न बनवाऊ, इतनी भद्दी शक्ल की औरत है ये।",question_1,,,,1.0,
<handle replaced><handle replaced>इसके  पिछवाड़े में  दिल्ली की जनता झाड़ू दे देगी  इसके दिमाग से सारा कचरा निकल जाएगा,question_1,,,,0.0,
<handle replaced><handle replaced>इसको पाकिस्तान में देहाती औरत बोला जाता था। इन्दिरा ने भूगोल बदल दिया ऐसा बदला कि उनके 93000 छोड़ दिये अपने 40 भी न छुड़ा पायी।,question_1,,,,,1.0
<handle replaced><handle replaced>इसको हुंकार नी इशारे पे भौंकना कहते हैं।,question_1,,,,,0.0
<handle replaced><handle replaced>इसमे incredible जैसी क्या बात है मोहतामा,question_1,0.0,,,,
"<handle replaced><handle replaced>इसमें एक ही संभावना दिखती हैं, वो वाजपेई जी का कांग्रेसीकरण. बाकी हमने वो दौर भी देखा है जब वाजपई सत्कार पर भी वही आरोप लगते थे जो आज मोदी दरकार पर लगते है, फर्क इतना है की वाजपई सरकार गठबंधन वाली थी इसलिए तीव्रता कम थी। मोदी दरकार पूर्ण भाजपाई सरकार है इसलिए तीव्रता ज्यादा है।",question_1,,,,,0.0
"<handle replaced><handle replaced>इससे पहले भी बहुत टीकाकरण हो चुके है भारत में।चेचक, पोलियो आदि सभी निशुल्क और घर घर जाकर लेकिन किसी ने इस तरह हिजड़ा डांस नहीं किया जैसा भाजपा बाले कर रहे हैं।",question_1,,,,,0.0
<handle replaced><handle replaced>इसे कहते हैं धोबी पछाड़!!,question_1,,,,0.0,
<handle replaced><handle replaced>इस्लामिक आतंकवाद से डर नहीं राष्ट्रवाद से डर लगता है लोगो के घर जलाने वालों से डर नहीं पटाखे जलने से डर लगता है भारत के पूर्व उपराष्ट्रपति को  इसने देश का क्या हित किया होगा या कितना अहित किया ये विषय है इसका भौंकना कोई विषय नहीं,question_1,,,,0.0,
"<handle replaced><handle replaced>ईशा जी, धर्म सर जी अपने चाहने वालों को कभी भी अपने FANS नहीं कहते। धर्म सर जी हमेशा अपने चाहने वालों को FRIENDS ही कहते हैं। FRIEND, दोस्त, मित्र सखा शब्द कहने से ""अपनापन"" आ जाता है। ""अनुद्धता: सत्पुरुषा: समृद्धिभि:।।"" 🤗🤗",question_1,,0.0,,,
<handle replaced><handle replaced>ईशा नमस्कार  🙏आप की माता और पिताजी <handle replaced>दोनों भी बहोतही ग्रेट और सब के फेवरेट।ड्रिमगर्ल और हि मँन की जोडी बहोतही अप्रतिम। इनका कोई फँन नही ऐसा हो ही नही सकता। हेमाजी सात्विक सौंदर्य सभी के मन को प्रसन्न करता है। वो हमेशा ऐसेही हसमुख रहे और उनको आयुरारोग्य प्राप्त हो 🙏🙏,question_1,0.0,,,,
<handle replaced><handle replaced>उग्र आंदोलन कब कहां कैसे ना बस जली ना तोड़फोड़ ना दंगा फसाद गोदी मिडिया को कहा दिखाई दिया,question_1,,,,0.0,
<handle replaced><handle replaced>उदारता सब जगह और हर वक्त काम नहीं करती है । खास तौर से उनके सामने जो उदारता की कीमत नहीं समझते और उसका नाजायज फायदा उठाते हैं । ऐसे लोगों के समक्ष  कठोरता अनिवार्य है ।,question_1,,,,0.0,
<handle replaced><handle replaced>उन बुद्धिजीवियों को तो मंदबुद्धि कहना चाहिए क्यो दादी ।।,question_1,,,1.0,,
<handle replaced><handle replaced>उनके विचारों को ही दबा रहे है तो सनाधी दबाने में उन्हें क्या फर्क पड़ेगा,question_1,0.0,,,,
<handle replaced><handle replaced>उनको बोलो गांड में डाल ले अपनी मेक को ;),question_1,,,,0.0,
"<handle replaced><handle replaced>उस घर में क्या सहायता की किसी ने जिस घर में कोई भाई खत्म हुआ। हम तो कल भी, आज भी और कल भी यही रहेंगे। तेरी ढाल के ना यहा पाये कयुकि तेरी तरह के ही ये काम करे और वो ही मरे उनको ही टट्टी लगे बहुत सारे अभी भी घरो में नही आये रही अजित सिंह जी की बात उसने कभी धर्म की राजनीति नही करी",question_1,,,,,0.0
<handle replaced><handle replaced>उसके घर की काम वाली बाई बन जाएगी फिर भी नही देगा,question_1,1.0,,1.0,1.0,1.0
"<handle replaced><handle replaced>उसने जो किया बिल्कुल सही किया,जिनके लिए आवाज उठाई,उनका ही साथ मांगा!अपने लिए सहायता नही मांगी,बल्कि एक लड़की के लिए मांगी जिसका बलात्कार होकर उसे जला दिया गया था,यही उस ट्वीट का उद्देश्य था मुझे ये समझ नही आ रहा क्या जातिवाद उस लड़की से बड़ी हो गयी? बहिष्कार पॉसिबल नही है।",question_1,,,1.0,,
<handle replaced><handle replaced>उसी कटी लुल्ली की दिवानी है जोद्धा बाई राजपूत से लेकर करीना कपूर तक।,question_1,,,,0.0,
<handle replaced><handle replaced>एक और सड़क छाप नचनिया आ गई.....मुजरा करने....कुल्टा,question_1,1.0,,,,
"<handle replaced><handle replaced>एक चमार अपने आप को मेहनत मजदूरी कर के अच्छी जिंदगी जीने लगता तो दुसरे चामरो मे जलन होने लगती है,क्यों???",question_1,,,0.0,,
<handle replaced><handle replaced>एक तलवे चाटने वाले चाटुकार को अर्थशास्त्र नहीं समझ में आएगा । बेहतर है सिर्फ़ तलवे चाटें ।,question_1,,,0.0,,
<handle replaced><handle replaced>एक नम्बर का दोगला व हरामी है,question_1,,,,,0.0
<handle replaced><handle replaced>एक बात तो साफ जाहिर है कि तुम लोगो की चमार जाती से बहुत फटती है ।,question_1,,,,0.0,
<handle replaced><handle replaced>एक मदत कर देगे क्या 🤔  मैडम जी हमारी,question_1,,,,0.0,
"<handle replaced><handle replaced>एक वार थलसेना, दूजा वार वायुसेना, तीजा की हिम्मत न दिखाना नौसेना तैयार है। #जयहिन्द #IndianAirForce  #IndiaStrikesBack  <handle replaced><handle replaced><handle replaced>",question_1,,,0.0,,
<handle replaced><handle replaced>एकदम जाहिल औरत है <handle replaced>अपने मालिक के लिए थोड़ा बहुत तो वफादार होना चाहिए की नहीं यूं कोन बदनाम करता है अपने मालिक को।,question_1,1.0,,,,
<handle replaced><handle replaced>ऐसा क्या <handle replaced> आंटी जी....,question_1,0.0,,,,
<handle replaced><handle replaced>ओ पागल औरत हे कुछ भी कर सकती है,question_1,,,1.0,,
<handle replaced><handle replaced>ओहौ ..तो फ़ेर जा और सेवा कर गरीबो क़ी ..यहा ट्विटर पे क्यू ज्ञान पेल रा ...निकल घर से ...फालतू नौटंकी बंद अब,question_1,0.0,,,,
<handle replaced><handle replaced>और आपने ठेका ले रखा है गंद फेलाने का?,question_1,0.0,,,,
"<handle replaced><handle replaced>और जो  तुम बोलते है , पुलिस हटा लो , फिर  हिंदुओ को देखेंगे, सूअर की औलाद ।।",question_1,0.0,,,,
<handle replaced><handle replaced>और तेरे जैसे दलाल और चाटुकार जो अपने मालिक को बचाने के लिए भोसडीके 20000 के नोट पर चिप लगा देते थे 🤣🤣,question_1,0.0,,,,
<handle replaced><handle replaced>और बाकी 6 साल में सेटिंग 😂😂😂,question_1,0.0,,,,
<handle replaced><handle replaced>और बाकी हिंदी तो समझते होगे भाई क्या है नाम में शर्मा तो शायद ब्राह्मण हुए तो कांग्रेस में तुम्हारी तरक्की के लिए भी बहुत काम किया है पेल पेल के जूते मारे तुम्हारे पूर्वजों को और आज दलित और लेफ़्टिस्ट में कोस रहे है। बम्मन ब्राह्मणों को निकालो। चमचों तुम चरण चाटो।,question_1,,,,,0.0
<handle replaced><handle replaced>कंगना तेरी सच्चाई यही है कि तू अपनी इज्जत बेच के और नंगापन दिखा के पैसे कमाती है। तेरी तुलना वैश्या से करना कोई गलत नहीं । शर्म आनी चाहिए । तुम्हारे  मां बाप ने तुम्हे दूसरों के बिस्तर गरम करने के लिए  पैदा नहीं किया। जागो कंगना ।,question_1,,,1.0,,
<handle replaced><handle replaced>कटी लुल्ली के आधार पर....  😝,question_1,,1.0,,,
<handle replaced><handle replaced>कटी लुल्ली वाले बहुत बड़े वाले हरामी हैं इनकी लुल्ली जड़ से उड़ा दो सब ठीक हो जाएगा,question_1,,,,0.0,
<handle replaced><handle replaced>कतई कहर कोमोलीका ❤️,question_1,,,1.0,,
"<handle replaced><handle replaced>कभी किसी कटवे से सुना है कि तेली, झोझे,पठान के साथ हिन्दू का झगड़ा हुआ है नहीं सुना होगा सिर्फ ये सुना होगा कि फलां मुस्लिम का हिन्दू के साथ झगड़ा हो गया मगर हमारे ये कि पंडित,जाट,चमार,ठाकुर या गुज्जर का मुसलमानों से झगड़ा हो गया। और बंटो सालो जातियों में😠आगे भी ये ही होगा😠🙏",question_1,0.0,,,,
<handle replaced><handle replaced>कभी छात्रों को कभी इन डॉक्टरों को लाठिया मारी जा रही है ये हो क्या रहा है ये देश के भविष्य के साथ कैसा बर्ताव,question_1,0.0,,,,
<handle replaced><handle replaced>कभी जेल जाना वहां देखना 70% बुरखे वाली औरते मिलेगी जो अपने बेटे या पति से मिलने आती है क्यों जब नौकरी नही होगी तो आदमी जुर्म ही करेगा,question_1,,,1.0,,
<handle replaced><handle replaced>कभी-कभी सोचता हूँ। हमने भी जेपी के संपूर्ण क्रांति आंदोलन में जमकर नुक्कड़ नाटकों वाली नारेबाज़ी की। लेकिन कश्मीरी देशद्रोहियों के आज़ादी और टुकड़े-टुकड़े जैसे नारों को चुरा कर शहीद बनने की मानसिकता और रचनाशीलता न कभी सूझी न सुनी! यह दिमागी दिवालिएपन और मूर्खता की पराकाष्ठा है!,question_1,0.0,,,,
"<handle replaced><handle replaced>कम से कम भाजपा का तो प्रचार नहीं करेंगे। क्षेत्रवार सबसे सुयोग्य उम्मीदवार को ही जीताने की मुहिम होनी चाहिए । यदि पार्षद, विधायक व सांसद व्यक्तिगत स्तर पर योग्य,सरल व सहज स्वभाव वाले ईमानदार रहे , तब ही कल्याण है ।",question_1,,,0.0,,
<handle replaced><handle replaced>कम्बल ओढ़ के मुजरा करती है,question_1,,1.0,,,
"<handle replaced><handle replaced>करो खूब rt ओर सबको पता चलना चाहिए , कि नाथूराम भारत मे रेतीले लुटेरों( लूट के सिवा उनके पास सिर्फ रेत था खाने और पीने को) को समूल समाप्त अर्थात पाइस्तां में चाहते थे पर मिस्तर लिब्राण्डु तो कुछ और ही चाहते थे,  आज फिर उसकी भूल का नतीजा सामने है।",question_1,,,,0.0,
<handle replaced><handle replaced>कल तक भारत का मुस्लिम समाज कहता था ओ एक ही कानून मानते हैं और शरिया कानून मानते हैं आज वह कह रहे हैं हम भारत के संविधान को बचाना चाहते हैं अरे आतंकियों के समर्थकों क्यों दोहरा जीवन जी रहे हो,question_1,,0.0,,,
"<handle replaced><handle replaced>कल से गुजरात में 'ब्राह्मण बिजनेस समिट' हो रहा है, जिसमें 10,000 ब्राह्मण युवाओं को नौकरी दी जाएगी. सीएम और राज्यपाल इसमें आएंगे.   क्या यादव, चमार-जाटव, कुर्मी, कुशवाहा, वाल्मीकि, लोधी, मीणा, संथाल, अंसारी, कुम्हार आदि के लिए भी ऐसे आयोजन होंगे?   #ये_ब्राह्मणवादी_सरकार_है",question_1,,0.0,,,
